Series Name,Series Code,Country Name,Country Code,2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Population ages 15-19, female",SP.POP.1519.FE,Malaysia,MYS,1396051,1399590,1390931,1379545,1364616
"Population ages 15-19, female",SP.POP.1519.FE,Maldives,MDV,13119,13027,13184,13563,14164
"Population ages 15-19, female",SP.POP.1519.FE,Mali,MLI,1123725,1172610,1223466,1273500,1322693
"Population ages 15-19, female",SP.POP.1519.FE,Malta,MLT,10881,10670,10507,10660,11066
"Population ages 15-19, female",SP.POP.1519.FE,Marshall Islands,MHL,2260,2259,2253,2237,2221
"Population ages 15-19, female",SP.POP.1519.FE,Mauritania,MRT,236790,244845,253352,262253,271392
"Population ages 15-19, female",SP.POP.1519.FE,Mauritius,MUS,45876,46035,46136,45576,44416
"Population ages 15-19, female",SP.POP.1519.FE,Mexico,MEX,5552493,5551856,5535935,5516089,5499269
"Population ages 15-19, female",SP.POP.1519.FE,"Micronesia, Fed. Sts.",FSM,5869,5848,5882,5885,5845
"Population ages 15-19, female",SP.POP.1519.FE,Middle East & North Africa,MEA,19126742,19494204,19850035,20405862,21029390
"Population ages 15-19, female",SP.POP.1519.FE,Middle East & North Africa (excluding high income),MNA,17263440,17552750,17904167,18360337,18892920
"Population ages 15-19, female",SP.POP.1519.FE,Middle East & North Africa (IDA & IBRD countries),TMN,17022177,17306559,17651984,18101919,18627760
"Population ages 15-19, female",SP.POP.1519.FE,Middle income,MIC,226120418,227084600,228173013,229582874,231363507
"Population ages 15-19, female",SP.POP.1519.FE,Moldova,MDA,70344,70468,71271,72178,73294
"Population ages 15-19, female",SP.POP.1519.FE,Monaco,MCO,760,741,726,741,759
"Population ages 15-19, female",SP.POP.1519.FE,Mongolia,MNG,105876,105621,108805,114441,122452
"Population ages 15-19, female",SP.POP.1519.FE,Montenegro,MNE,19345,19027,18608,18356,18357
"Population ages 15-19, female",SP.POP.1519.FE,Morocco,MAR,1455617,1465000,1480762,1502874,1530293
"Population ages 15-19, female",SP.POP.1519.FE,Mozambique,MOZ,1647582,1684578,1723338,1766287,1819789
"Population ages 15-19, female",SP.POP.1519.FE,Myanmar,MMR,2244436,2231834,2213260,2189883,2166358
"Population ages 15-19, female",SP.POP.1519.FE,Namibia,NAM,127399,127685,129312,132678,137283
"Population ages 15-19, female",SP.POP.1519.FE,Nauru,NRU,528,511,503,515,537
"Population ages 15-19, female",SP.POP.1519.FE,Nepal,NPL,1577425,1561629,1550613,1530351,1495660
"Population ages 15-19, female",SP.POP.1519.FE,Netherlands,NLD,514344,507173,497527,494881,493628
"Population ages 15-19, female",SP.POP.1519.FE,New Caledonia,NCL,11111,10883,10702,10626,10589
"Population ages 15-19, female",SP.POP.1519.FE,New Zealand,NZL,154365,155002,153613,154185,159330
"Population ages 15-19, female",SP.POP.1519.FE,Nicaragua,NIC,310776,311332,313036,315627,318644
"Population ages 15-19, female",SP.POP.1519.FE,Niger,NER,1232692,1284923,1338824,1393892,1449808
"Population ages 15-19, female",SP.POP.1519.FE,Nigeria,NGA,10995923,11357363,11709343,12057170,12408766
"Population ages 15-19, female",SP.POP.1519.FE,North America,NAC,11412192,11498769,11513850,11626700,11759360
"Population ages 15-19, female",SP.POP.1519.FE,North Macedonia,MKD,55739,53533,51901,51062,50539
"Population ages 15-19, female",SP.POP.1519.FE,Northern Mariana Islands,MNP,1808,1853,1870,1860,1842
"Population ages 15-19, female",SP.POP.1519.FE,Norway,NOR,155123,154542,154842,157028,160648
"Population ages 15-19, female",SP.POP.1519.FE,Not classified,INX,..,..,..,..,..
"Population ages 15-19, female",SP.POP.1519.FE,OECD members,OED,40970823,40862538,40681139,40855378,41140711
"Population ages 15-19, female",SP.POP.1519.FE,Oman,OMN,117733,122081,126053,130016,136579
"Population ages 15-19, female",SP.POP.1519.FE,Other small states,OSS,524840,529160,533953,537297,541364
"Population ages 15-19, female",SP.POP.1519.FE,Pacific island small states,PSS,118896,120179,122113,124359,126747
"Population ages 15-19, female",SP.POP.1519.FE,Pakistan,PAK,11842307,11953769,12117846,12330361,12582452
"Population ages 15-19, female",SP.POP.1519.FE,Palau,PLW,499,513,536,558,577
"Population ages 15-19, female",SP.POP.1519.FE,Panama,PAN,172736,174174,175301,176567,178037
"Population ages 15-19, female",SP.POP.1519.FE,Papua New Guinea,PNG,461514,469770,477335,484026,490071
"Population ages 15-19, female",SP.POP.1519.FE,Paraguay,PRY,289935,286813,285149,284605,285400
"Population ages 15-19, female",SP.POP.1519.FE,Peru,PER,1376528,1387523,1400313,1414356,1424581
"Population ages 15-19, female",SP.POP.1519.FE,Philippines,PHL,5413383,5423178,5433147,5458293,5510225
"Population ages 15-19, female",SP.POP.1519.FE,Poland,POL,870923,860626,847646,866212,894499
"Population ages 15-19, female",SP.POP.1519.FE,Portugal,PRT,265751,260317,258197,257544,258472
"Population ages 15-19, female",SP.POP.1519.FE,Post-demographic dividend,PST,30030341,29979082,29884950,30068515,30356319
"Population ages 15-19, female",SP.POP.1519.FE,Pre-demographic dividend,PRE,51996001,53617027,55268148,56927517,58622444
"Population ages 15-19, female",SP.POP.1519.FE,Puerto Rico,PRI,97862,98578,95679,92762,91352
"Population ages 15-19, female",SP.POP.1519.FE,Qatar,QAT,37969,43492,38959,42448,46389
"Population ages 15-19, female",SP.POP.1519.FE,Romania,ROU,491632,494129,502234,516537,529563
"Population ages 15-19, female",SP.POP.1519.FE,Russian Federation,RUS,3434580,3513093,3578065,3649284,3733455
"Population ages 15-19, female",SP.POP.1519.FE,Rwanda,RWA,701927,732858,761295,782762,794723
"Population ages 15-19, female",SP.POP.1519.FE,Samoa,WSM,9364,9352,9563,9915,10295
"Population ages 15-19, female",SP.POP.1519.FE,San Marino,SMR,836,816,776,768,801
"Population ages 15-19, female",SP.POP.1519.FE,Sao Tome and Principe,STP,11758,12237,12716,13130,13496
"Population ages 15-19, female",SP.POP.1519.FE,Saudi Arabia,SAU,989248,1046910,1037470,1104753,1159295
"Population ages 15-19, female",SP.POP.1519.FE,Senegal,SEN,877115,902710,927204,950708,971908
"Population ages 15-19, female",SP.POP.1519.FE,Serbia,SRB,176330,176867,175605,170025,167300
"Population ages 15-19, female",SP.POP.1519.FE,Seychelles,SYC,2929,2900,2894,3533,3593
"Population ages 15-19, female",SP.POP.1519.FE,Sierra Leone,SLE,423468,432000,440842,449654,458443
"Population ages 15-19, female",SP.POP.1519.FE,Singapore,SGP,189379,183428,171894,177317,178067
"Population ages 15-19, female",SP.POP.1519.FE,Sint Maarten (Dutch part),SXM,1134,1140,1149,1190,1258
"Population ages 15-19, female",SP.POP.1519.FE,Slovak Republic,SVK,128497,127802,128101,129344,131481
"Population ages 15-19, female",SP.POP.1519.FE,Slovenia,SVN,45167,45822,46548,47637,49668
"Population ages 15-19, female",SP.POP.1519.FE,Small states,SST,773701,776666,781696,786478,792920
"Population ages 15-19, female",SP.POP.1519.FE,Solomon Islands,SLB,36985,37608,38231,38828,39480
"Population ages 15-19, female",SP.POP.1519.FE,Somalia,SOM,873748,905750,937274,963554,988818
"Population ages 15-19, female",SP.POP.1519.FE,South Africa,ZAF,2411620,2432889,2473104,2531044,2598337
"Population ages 15-19, female",SP.POP.1519.FE,South Asia,SAS,87571358,87766831,87695863,87338564,86922918
"Population ages 15-19, female",SP.POP.1519.FE,South Asia (IDA & IBRD),TSA,87571358,87766831,87695863,87338564,86922918
"Population ages 15-19, female",SP.POP.1519.FE,South Sudan,SSD,594308,631138,656410,677557,715380
"Population ages 15-19, female",SP.POP.1519.FE,Spain,ESP,1136591,1158029,1176589,1204150,1237362
"Population ages 15-19, female",SP.POP.1519.FE,Sri Lanka,LKA,831039,841806,857104,861862,856399
"Population ages 15-19, female",SP.POP.1519.FE,St. Kitts and Nevis,KNA,1709,1633,1601,1607,1624
"Population ages 15-19, female",SP.POP.1519.FE,St. Lucia,LCA,6828,6597,6383,6220,6110
"Population ages 15-19, female",SP.POP.1519.FE,St. Martin (French part),MAF,1110,1066,1100,1039,972
"Population ages 15-19, female",SP.POP.1519.FE,St. Vincent and the Grenadines,VCT,3795,3664,3569,3511,3511
"Population ages 15-19, female",SP.POP.1519.FE,Sub-Saharan Africa,SSF,60402083,62198818,64042929,65902136,67764421
"Population ages 15-19, female",SP.POP.1519.FE,Sub-Saharan Africa (excluding high income),SSA,60399154,62195918,64040035,65898603,67760828
"Population ages 15-19, female",SP.POP.1519.FE,Sub-Saharan Africa (IDA & IBRD countries),TSS,60402083,62198818,64042929,65902136,67764421
"Population ages 15-19, female",SP.POP.1519.FE,Sudan,SDN,2513568,2567186,2620884,2674343,2690539
"Population ages 15-19, female",SP.POP.1519.FE,Suriname,SUR,27672,27415,27118,26897,26805
"Population ages 15-19, female",SP.POP.1519.FE,Sweden,SWE,269269,275679,282465,289353,294342
"Population ages 15-19, female",SP.POP.1519.FE,Switzerland,CHE,205272,204201,204472,205966,208968
"Population ages 15-19, female",SP.POP.1519.FE,Syrian Arab Republic,SYR,1210009,1256424,1282934,1324537,1389160
"Population ages 15-19, female",SP.POP.1519.FE,Tajikistan,TJK,458012,453008,447927,447150,454915
"Population ages 15-19, female",SP.POP.1519.FE,Tanzania,TZA,3216537,3326417,3438848,3544765,3639306
"Population ages 15-19, female",SP.POP.1519.FE,Thailand,THA,2248872,2228159,2197445,2158240,2118754
"Population ages 15-19, female",SP.POP.1519.FE,Timor-Leste,TLS,74781,76436,77868,78588,78442
"Population ages 15-19, female",SP.POP.1519.FE,Togo,TGO,426855,438293,451052,465362,481147
"Population ages 15-19, female",SP.POP.1519.FE,Tonga,TON,5653,5754,5815,5849,5831
"Population ages 15-19, female",SP.POP.1519.FE,Trinidad and Tobago,TTO,42248,41892,41829,41825,41954
"Population ages 15-19, female",SP.POP.1519.FE,Tunisia,TUN,395498,396368,399600,405862,415029
"Population ages 15-19, female",SP.POP.1519.FE,Turkiye,TUR,3105172,3069851,3046511,3031889,3011212
"Population ages 15-19, female",SP.POP.1519.FE,Turkmenistan,TKM,255066,245772,239465,239584,248053
"Population ages 15-19, female",SP.POP.1519.FE,Turks and Caicos Islands,TCA,1394,1387,1376,1372,1383
"Population ages 15-19, female",SP.POP.1519.FE,Tuvalu,TUV,456,450,444,427,408
"Population ages 15-19, female",SP.POP.1519.FE,Uganda,UGA,2567556,2648399,2723631,2790509,2849671
"Population ages 15-19, female",SP.POP.1519.FE,Ukraine,UKR,945207,963597,994829,971482,945243
"Population ages 15-19, female",SP.POP.1519.FE,United Arab Emirates,ARE,209782,209422,214219,225633,232115
"Population ages 15-19, female",SP.POP.1519.FE,United Kingdom,GBR,1802404,1809503,1826073,1879782,1934120
"Population ages 15-19, female",SP.POP.1519.FE,United States,USA,10379612,10471497,10498252,10594114,10684721
"Population ages 15-19, female",SP.POP.1519.FE,Upper middle income,UMC,88778102,88553457,88641325,89206274,90132269
"Population ages 15-19, female",SP.POP.1519.FE,Uruguay,URY,119456,118205,117299,116262,115276
"Population ages 15-19, female",SP.POP.1519.FE,Uzbekistan,UZB,1214488,1213783,1224709,1252281,1298780
"Population ages 15-19, female",SP.POP.1519.FE,Vanuatu,VUT,13059,13391,13775,14244,14812
"Population ages 15-19, female",SP.POP.1519.FE,"Venezuela, RB",VEN,1247107,1243756,1264330,1290711,1314561
"Population ages 15-19, female",SP.POP.1519.FE,Viet Nam,VNM,3254583,3299087,3354147,3448100,3535780
"Population ages 15-19, female",SP.POP.1519.FE,Virgin Islands (U.S.),VIR,2916,2968,3040,3087,3106
"Population ages 15-19, female",SP.POP.1519.FE,West Bank and Gaza,PSE,241263,246191,252183,258418,265160
"Population ages 15-19, female",SP.POP.1519.FE,World,WLD,300459267,302489242,304485535,307283141,310627065
"Population ages 15-19, female",SP.POP.1519.FE,"Yemen, Rep.",YEM,1819604,1859415,1901078,1949160,1998190
"Population ages 15-19, female",SP.POP.1519.FE,Zambia,ZMB,1017102,1050977,1088094,1127146,1166823
"Population ages 15-19, female",SP.POP.1519.FE,Zimbabwe,ZWE,871740,885866,896052,906110,920100
"Population ages 15-19, male",SP.POP.1519.MA,Africa Western and Central,AFW,24969906,25775750,26608430,27454495,28323529
"Population ages 15-19, male",SP.POP.1519.MA,Afghanistan,AFG,2273951,2329444,2364130,2372442,2397795
"Population ages 15-19, male",SP.POP.1519.MA,Africa Eastern and Southern,AFE,36429015,37451257,38499497,39555228,40604121
"Population ages 15-19, male",SP.POP.1519.MA,Albania,ALB,104378,99564,94736,90647,87496
"Population ages 15-19, male",SP.POP.1519.MA,Algeria,DZA,1493153,1537566,1597616,1677177,1771626
"Population ages 15-19, male",SP.POP.1519.MA,American Samoa,ASM,2562,2623,2608,2518,2438
"Population ages 15-19, male",SP.POP.1519.MA,Andorra,AND,2083,2085,2119,2173,2243
"Population ages 15-19, male",SP.POP.1519.MA,Angola,AGO,1622780,1693930,1768873,1847149,1927363
"Population ages 15-19, male",SP.POP.1519.MA,Antigua and Barbuda,ATG,3400,3324,3238,3203,3228
"Population ages 15-19, male",SP.POP.1519.MA,Arab World,ARB,20524141,20948643,21329337,21890530,22488105
"Population ages 15-19, male",SP.POP.1519.MA,Argentina,ARG,1779803,1778719,1782970,1790044,1805165
"Population ages 15-19, male",SP.POP.1519.MA,Armenia,ARM,87484,87330,87525,89592,94121
"Population ages 15-19, male",SP.POP.1519.MA,Aruba,ABW,3478,3546,3594,3611,3598
"Population ages 15-19, male",SP.POP.1519.MA,Australia,AUS,767964,767788,766168,785576,819877
"Population ages 15-19, male",SP.POP.1519.MA,Austria,AUT,226190,224559,224096,224732,225222
"Population ages 15-19, male",SP.POP.1519.MA,Azerbaijan,AZE,332447,339978,352492,365951,380178
"Population ages 15-19, male",SP.POP.1519.MA,"Bahamas, The",BHS,14000,13908,13918,14032,14199
"Population ages 15-19, male",SP.POP.1519.MA,Bahrain,BHR,41407,47067,52854,48039,44331
"Population ages 15-19, male",SP.POP.1519.MA,Bangladesh,BGD,8315398,8253041,8284911,8404758,8535908
"Population ages 15-19, male",SP.POP.1519.MA,Barbados,BRB,9597,9418,9205,9100,9161
"Population ages 15-19, male",SP.POP.1519.MA,Belarus,BLR,228516,225850,225539,230349,240177
"Population ages 15-19, male",SP.POP.1519.MA,Belgium,BEL,325241,327921,331035,336491,344189
"Population ages 15-19, male",SP.POP.1519.MA,Belize,BLZ,19859,19752,19644,19743,19846
"Population ages 15-19, male",SP.POP.1519.MA,Benin,BEN,674640,694147,715522,738110,759796
"Population ages 15-19, male",SP.POP.1519.MA,Bermuda,BMU,1691,1710,1726,1731,1741
"Population ages 15-19, male",SP.POP.1519.MA,Bhutan,BTN,37685,37470,37127,36582,35882
"Population ages 15-19, male",SP.POP.1519.MA,Bolivia,BOL,575242,577460,581656,587356,592985
"Population ages 15-19, male",SP.POP.1519.MA,Bosnia and Herzegovina,BIH,93088,90925,88913,87342,86169
"Population ages 15-19, male",SP.POP.1519.MA,Botswana,BWA,122133,124254,125716,125547,124289
"Population ages 15-19, male",SP.POP.1519.MA,Brazil,BRA,8139843,8009907,7891511,7776339,7671684
"Population ages 15-19, male",SP.POP.1519.MA,British Virgin Islands,VGB,1026,1057,1104,1187,1302
"Population ages 15-19, male",SP.POP.1519.MA,Brunei Darussalam,BRN,18798,18333,17835,17292,16859
"Population ages 15-19, male",SP.POP.1519.MA,Bulgaria,BGR,161735,161547,163216,162270,162159
"Population ages 15-19, male",SP.POP.1519.MA,Burkina Faso,BFA,1141353,1180168,1222778,1268535,1314888
"Population ages 15-19, male",SP.POP.1519.MA,Burundi,BDI,607690,644797,684070,724985,766801
"Population ages 15-19, male",SP.POP.1519.MA,Cabo Verde,CPV,23566,23545,23875,24350,24687
"Population ages 15-19, male",SP.POP.1519.MA,Cambodia,KHM,741104,758445,780963,800331,817062
"Population ages 15-19, male",SP.POP.1519.MA,Cameroon,CMR,1337748,1382871,1431050,1480285,1528843
"Population ages 15-19, male",SP.POP.1519.MA,Canada,CAN,1083503,1072990,1055253,1067009,1106650
"Population ages 15-19, male",SP.POP.1519.MA,Caribbean small states,CSS,133882,130774,128971,128251,128399
"Population ages 15-19, male",SP.POP.1519.MA,Cayman Islands,CYM,1602,1588,1630,1730,1851
"Population ages 15-19, male",SP.POP.1519.MA,Central African Republic,CAF,308301,312790,317564,316005,317342
"Population ages 15-19, male",SP.POP.1519.MA,Central Europe and the Baltics,CEB,2515385,2511435,2513492,2573531,2649882
"Population ages 15-19, male",SP.POP.1519.MA,Chad,TCD,897538,932240,972469,1014504,1068568
"Population ages 15-19, male",SP.POP.1519.MA,Channel Islands,CHI,4332,4271,4278,4337,4396
"Population ages 15-19, male",SP.POP.1519.MA,Chile,CHL,650665,639018,625398,617420,616013
"Population ages 15-19, male",SP.POP.1519.MA,China,CHN,42626158,42444894,42441714,42880142,43619845
"Population ages 15-19, male",SP.POP.1519.MA,Colombia,COL,2148180,2134859,2111005,2083391,2054443
"Population ages 15-19, male",SP.POP.1519.MA,Comoros,COM,42494,42805,43139,43474,43923
"Population ages 15-19, male",SP.POP.1519.MA,"Congo, Dem. Rep.",COD,4825493,4963411,5115959,5285761,5474312
"Population ages 15-19, male",SP.POP.1519.MA,"Congo, Rep.",COG,274833,286374,298356,310473,324044
"Population ages 15-19, male",SP.POP.1519.MA,Costa Rica,CRI,193145,189402,185991,183771,183775
"Population ages 15-19, male",SP.POP.1519.MA,Cote d'Ivoire,CIV,1462506,1499341,1546674,1605631,1670855
"Population ages 15-19, male",SP.POP.1519.MA,Croatia,HRV,100287,99240,99379,100457,102889
"Population ages 15-19, male",SP.POP.1519.MA,Cuba,CUB,345604,334215,321619,309545,300681
"Population ages 15-19, male",SP.POP.1519.MA,Curacao,CUW,5622,5058,4762,4515,4328
"Population ages 15-19, male",SP.POP.1519.MA,Cyprus,CYP,34201,33961,33887,33957,34162
"Population ages 15-19, male",SP.POP.1519.MA,Czechia,CZE,248159,253316,254828,271893,290230
"Population ages 15-19, male",SP.POP.1519.MA,Denmark,DNK,175954,175120,175223,176779,178231
"Population ages 15-19, male",SP.POP.1519.MA,Djibouti,DJI,57897,58643,58947,58832,58399
"Population ages 15-19, male",SP.POP.1519.MA,Dominica,DMA,2366,2288,2204,2151,2133
"Population ages 15-19, male",SP.POP.1519.MA,Dominican Republic,DOM,508757,506362,501909,497292,495080
"Population ages 15-19, male",SP.POP.1519.MA,Early-demographic dividend,EAR,160908571,161464003,161962818,162626280,163446145
"Population ages 15-19, male",SP.POP.1519.MA,East Asia & Pacific,EAS,78437514,78149216,78087055,78664752,79662122
"Population ages 15-19, male",SP.POP.1519.MA,East Asia & Pacific (excluding high income),EAP,71953684,71828715,71959343,72615196,73605841
"Population ages 15-19, male",SP.POP.1519.MA,East Asia & Pacific (IDA & IBRD countries),TEA,71025928,70925477,71078822,71752771,72757007
